0;0;0;0;land;false;unknown;0
1;183;229;228;land;false;hills;1
2;217;231;161;land;false;plains;1
3;253;160;239;land;false;plains;1
4;249;243;19;land;false;plains;1
5;153;159;244;land;false;plains;1
6;225;222;74;land;false;plains;1
7;234;176;99;land;true;forest;2
8;137;213;244;land;false;plains;1
9;218;220;247;land;false;mountain;1
10;224;133;244;land;false;desert;1
11;153;236;168;land;false;plains;1
12;239;176;197;land;true;plains;2
13;254;233;232;land;false;mountain;1
14;225;253;157;land;false;jungle;1
15;221;134;182;land;true;forest;2
16;102;232;244;land;false;plains;1
17;119;210;193;land;false;jungle;1
18;138;205;240;land;true;plains;1
19;237;211;182;land;false;plains;1
20;158;161;190;land;false;forest;1
21;209;231;140;land;false;plains;1
22;171;245;227;land;false;hills;1
23;254;68;249;land;false;desert;1
24;101;166;247;land;false;mountain;1
25;246;169;219;land;false;plains;2
26;246;227;103;land;false;forest;1
27;203;224;91;land;false;plains;1
28;233;40;232;land;false;plains;1
29;162;153;202;land;true;plains;1
30;201;135;183;land;false;plains;1
31;179;138;241;land;true;plains;1
32;215;164;209;land;false;desert;1
33;220;250;118;land;false;mountain;1
34;248;160;182;land;false;plains;1
35;254;202;226;land;false;plains;1
36;163;208;235;land;false;plains;1
37;218;126;165;land;true;plains;1
38;238;244;167;land;true;plains;1
39;132;134;252;land;false;plains;1
40;197;247;229;land;true;plains;2
41;220;248;97;land;false;plains;1
42;238;119;182;land;true;plains;1
43;239;78;206;land;false;plains;1
44;246;109;169;land;false;jungle;1
45;114;249;167;land;false;plains;1
46;208;130;228;land;false;plains;1
47;88;210;228;land;false;plains;1
48;238;140;162;land;false;plains;1
49;154;170;187;land;false;jungle;1
50;249;38;232;land;true;forest;2
51;241;213;115;land;true;plains;1
52;224;55;249;land;false;plains;1
53;91;224;224;land;false;mountain;1
54;234;172;167;land;false;forest;2
55;166;149;254;land;false;desert;1
56;148;131;240;land;false;plains;2
57;234;194;76;land;false;plains;1
58;171;107;235;land;false;plains;1
59;132;146;240;land;false;jungle;1
60;221;167;182;land;false;mountain;1
61;209;196;190;land;false;plains;1
62;252;228;67;land;false;plains;1
63;201;234;213;land;false;plains;1
64;158;136;239;land;false;plains;1
65;96;240;218;land;false;plains;1
66;199;181;252;land;true;forest;1
67;221;219;84;land;false;hills;1
68;218;198;147;land;false;jungle;1
69;195;88;226;land;false;plains;1
70;233;229;51;land;false;hills;1
71;251;91;241;land;false;plains;1
72;219;51;249;land;false;forest;1
73;230;158;221;land;false;desert;1
74;235;227;189;land;false;plains;1
75;215;236;211;land;false;forest;1
76;230;247;45;land;false;plains;1
77;230;238;72;land;false;jungle;1
78;221;147;171;land;true;desert;1
79;107;184;239;land;false;plains;1
80;247;135;246;land;false;plains;1
81;193;237;180;land;false;mountain;1
82;215;242;186;land;false;plains;1
83;250;73;221;land;false;plains;1
84;233;85;247;land;false;plains;1
85;196;188;222;land;false;plains;1
86;232;183;234;land;false;mountain;1
87;250;132;227;land;false;plains;1
88;196;169;169;land;false;plains;1
89;249;117;182;land;false;jungle;1
90;154;210;191;land;false;plains;1
91;220;165;233;land;false;plains;1
92;135;211;222;land;true;desert;1
93;123;230;203;land;false;plains;2
94;221;70;254;land;false;plains;1
95;249;47;221;land;true;plains;1
96;247;193;107;land;true;plains;1
97;158;159;228;land;false;plains;1
98;248;89;207;land;false;desert;1
99;119;223;200;land;false;plains;1
100;207;205;196;land;false;plains;1
101;243;83;206;land;true;plains;1
102;180;242;224;land;false;plains;1
103;246;135;240;land;false;plains;1
104;243;220;201;land;false;plains;1
105;152;130;249;land;false;plains;1
106;64;232;242;land;true;plains;1
107;196;204;105;land;false;plains;1
108;180;70;251;land;false;plains;1
109;217;140;218;land;false;plains;1
110;54;226;251;land;false;plains;1
111;247;77;230;land;false;plains;1
112;132;228;148;land;false;plains;1
113;220;252;252;land;false;plains;2
114;34;234;234;land;false;plains;1
115;155;180;177;land;false;plains;1
116;63;207;246;land;false;plains;1
117;76;217;224;land;false;plains;1
118;241;129;188;land;false;desert;1
119;122;193;193;land;false;plains;1
120;182;179;151;land;false;forest;1
121;231;243;178;land;true;jungle;1
122;121;206;228;land;false;plains;1
123;218;177;210;land;false;desert;1
124;170;250;81;land;false;hills;1
125;210;252;218;land;false;plains;2
126;128;237;142;land;true;plains;1
127;130;215;243;land;false;desert;1
128;254;250;23;land;false;plains;1
129;246;165;111;land;false;plains;1
130;105;229;221;land;false;plains;1
131;198;160;242;land;true;plains;1
132;27;247;236;land;true;plains;1
133;153;241;234;land;false;plains;1
134;238;125;221;land;false;plains;2
135;226;153;202;land;false;plains;1
136;243;233;131;land;false;forest;1
137;220;137;149;land;false;plains;1
138;241;92;193;land;true;plains;2
139;204;252;141;land;false;plains;1
140;207;98;198;land;false;desert;2
141;251;154;102;land;false;desert;1
142;147;137;239;land;false;plains;1
143;254;195;53;land;false;plains;1
144;176;102;229;land;false;jungle;1
145;193;142;185;land;false;desert;2
146;131;203;236;land;false;plains;1
147;224;231;203;land;false;plains;1
148;206;226;87;land;true;plains;1
149;221;132;204;land;false;plains;1
150;203;158;189;land;false;plains;1
151;201;241;203;land;false;plains;1
152;131;238;176;land;false;desert;2
153;203;160;179;land;false;plains;1
154;246;245;134;land;false;plains;1
155;213;232;212;land;false;forest;1
156;149;144;234;land;false;jungle;1
157;227;185;99;land;true;plains;1
158;226;229;51;land;false;hills;1
159;203;237;170;land;true;plains;1
160;222;138;169;land;false;plains;1
161;140;166;217;land;false;plains;1
162;206;247;167;land;false;plains;1
163;202;70;251;land;false;plains;1
164;179;252;224;land;false;plains;1
165;230;194;137;land;false;desert;1
166;141;174;206;land;false;hills;1
167;202;124;249;land;false;plains;1
168;173;225;118;land;false;plains;1
169;170;116;243;land;false;mountain;1
170;236;208;112;land;true;plains;1
171;247;246;120;land;false;desert;2
172;151;197;201;land;false;mountain;1
173;195;247;112;land;false;plains;1
174;252;197;157;land;true;plains;1
175;128;183;237;land;false;desert;1
176;148;228;212;land;false;jungle;1
177;191;219;158;land;false;plains;1
178;163;201;155;land;false;plains;1
179;244;239;40;land;false;forest;2
180;223;206;115;land;false;desert;1
181;47;252;241;land;false;plains;1
182;80;236;188;land;false;desert;1
183;234;100;206;land;false;forest;1
184;236;119;211;land;false;plains;1
185;237;109;167;land;false;plains;1
186;237;156;117;land;false;plains;1
187;213;124;177;land;false;plains;1
188;241;183;223;land;false;plains;1
189;151;200;211;land;true;plains;1
190;250;207;87;land;true;plains;1
191;231;139;247;land;false;forest;2
192;101;252;218;land;false;plains;2
193;103;184;220;land;true;mountain;1
194;178;176;219;land;false;forest;1
195;234;224;118;land;false;desert;2
196;223;196;252;land;false;desert;1
197;178;240;205;land;false;plains;1
198;164;204;211;land;true;plains;1
199;249;214;56;land;false;plains;1
200;249;69;249;land;false;plains;1
201;98;244;227;land;false;plains;1
202;237;224;95;land;false;desert;1
203;149;254;224;land;false;plains;1
204;70;244;234;land;true;forest;1
205;230;136;182;land;false;forest;1
206;165;237;101;land;false;plains;1
207;162;174;192;land;false;mountain;1
208;172;220;142;land;false;desert;1
209;163;197;206;land;false;hills;1
210;247;219;97;land;false;plains;1
211;86;214;210;land;false;plains;1
212;225;182;228;land;false;plains;1
213;161;238;171;land;false;plains;1
214;207;201;119;land;false;hills;1
215;111;207;252;land;false;plains;1
216;190;222;173;land;false;plains;1
217;106;240;178;land;false;plains;1
218;183;187;246;land;false;plains;1
219;189;223;237;land;false;forest;2
220;241;170;158;land;false;plains;1
221;198;135;168;land;true;hills;1
222;253;35;245;land;false;plains;1
223;75;207;242;land;false;plains;1
224;235;164;109;land;false;plains;1
225;55;230;232;land;false;plains;1
226;252;234;248;land;false;plains;1
227;211;165;146;land;false;mountain;1
228;236;117;190;land;false;forest;1
229;234;120;254;land;false;plains;1
230;254;236;26;land;false;plains;1
231;193;199;225;land;true;plains;1
232;238;88;204;land;false;desert;2
233;165;235;137;land;false;plains;1
234;190;121;219;land;false;plains;1
235;217;119;183;land;false;plains;1
236;202;218;113;land;false;forest;1
237;245;188;183;land;false;plains;1
238;229;108;195;land;false;plains;1
239;205;200;162;land;true;plains;1
240;67;224;250;land;false;plains;1
241;212;166;183;land;false;plains;1
242;218;219;117;land;false;plains;1
243;79;213;253;land;true;plains;1
244;187;130;192;land;true;mountain;1
245;213;159;213;land;false;plains;2
246;181;94;240;land;false;jungle;1
247;179;175;194;land;false;plains;1
248;70;238;232;land;false;plains;1
249;175;109;254;land;false;forest;1
250;207;215;170;land;false;plains;1
251;131;212;162;land;false;forest;1
252;104;230;202;land;false;jungle;1
253;175;243;183;land;false;plains;1
254;236;235;133;land;false;forest;2
255;149;171;211;land;true;mountain;1
256;171;167;201;land;false;plains;1
257;172;228;127;land;false;plains;1
258;209;218;152;land;false;plains;1
259;246;180;196;land;false;plains;1
260;231;192;181;land;false;plains;1
261;197;253;159;land;false;plains;1
262;235;231;190;land;false;plains;1
263;242;252;222;land;false;plains;1
264;198;165;239;land;false;plains;2
265;208;232;95;land;false;desert;1
266;193;155;224;land;false;hills;1
267;247;254;181;land;false;forest;2
268;244;28;251;land;false;plains;1
269;42;252;246;land;false;plains;2
270;131;171;215;land;false;forest;1
271;180;229;240;land;false;plains;1
272;239;36;232;land;false;plains;1
273;227;164;136;land;true;plains;1
274;1;254;246;land;true;plains;1
275;211;42;253;land;false;plains;1
276;233;190;105;land;false;jungle;1
277;249;131;187;land;false;mountain;2
278;163;192;205;land;false;plains;1
279;234;230;79;land;false;desert;1
280;212;210;163;land;false;plains;1
281;238;201;153;land;false;plains;1
282;172;234;163;land;false;plains;1
283;204;194;202;land;false;forest;1
284;103;214;210;land;false;desert;1
285;220;37;248;land;false;plains;1
286;97;246;236;land;false;plains;1
287;171;156;251;land;false;plains;1
288;136;190;216;land;false;plains;1
289;78;244;216;land;false;plains;2
290;226;209;142;land;true;plains;1
291;249;143;134;land;false;desert;1
292;207;246;181;land;true;plains;1
293;86;245;232;land;false;plains;1
294;177;113;217;land;false;jungle;1
295;239;247;227;land;false;plains;1
296;197;236;207;land;false;plains;1
297;96;225;249;land;false;mountain;1
298;204;168;142;land;false;mountain;1
299;230;82;244;land;false;jungle;1
300;187;120;216;land;false;forest;1
301;97;205;199;land;false;forest;2
302;221;225;238;land;false;plains;1
303;240;124;211;land;true;plains;1
304;178;198;184;land;false;mountain;2
305;178;226;106;land;false;desert;1
306;169;240;105;land;false;plains;1
307;108;250;197;land;true;plains;1
308;218;169;118;land;false;plains;1
309;167;160;231;land;false;plains;1
310;165;241;238;land;false;plains;1
311;248;153;210;land;false;plains;1
312;238;219;225;land;false;desert;2
313;236;231;102;land;true;plains;1
314;168;191;231;land;false;plains;1
315;192;251;201;land;false;plains;1
